lr-RAdam,created_at,loss/train,epoch,loss/val,score/val
0.001,2021-07-18 05:47:27.355433,,,,
,2021-07-18 05:47:49.433510,108.29014587402344,0.0,,
,2021-07-18 05:47:59.414232,,0.0,83.09581756591797,0.7772290706634521
0.00095,2021-07-18 05:47:59.436101,,,,
,2021-07-18 05:48:21.453702,103.09877014160156,1.0,,
,2021-07-18 05:48:30.082559,,1.0,86.93289184570312,0.8223569989204407
0.0009025,2021-07-18 05:48:30.092559,,,,
,2021-07-18 05:48:52.101217,101.88011932373047,2.0,,
,2021-07-18 05:49:00.754196,,2.0,86.3666763305664,0.8099967241287231
0.000857375,2021-07-18 05:49:00.765166,,,,
,2021-07-18 05:49:22.738538,102.70541381835938,3.0,,
,2021-07-18 05:49:31.419709,,3.0,85.8926773071289,0.8029205203056335
0.0008145062499999999,2021-07-18 05:49:31.428709,,,,
,2021-07-18 05:49:53.515584,101.90376281738281,4.0,,
,2021-07-18 05:50:02.160711,,4.0,91.09195709228516,0.8710081577301025
0.0007737809374999998,2021-07-18 05:50:02.170684,,,,
,2021-07-18 05:50:24.331271,100.01029968261719,5.0,,
,2021-07-18 05:50:32.974050,,5.0,89.52937316894531,0.8389482498168945
0.0007350918906249997,2021-07-18 05:50:32.983025,,,,
,2021-07-18 05:50:55.246608,100.77710723876953,6.0,,
,2021-07-18 05:51:03.909556,,6.0,84.44023132324219,0.7997145056724548
0.0006983372960937497,2021-07-18 05:51:03.918555,,,,
,2021-07-18 05:51:26.140879,99.71399688720703,7.0,,
,2021-07-18 05:51:36.175629,,7.0,82.45236206054688,0.7776918411254883
0.0006634204312890621,2021-07-18 05:51:36.184605,,,,
,2021-07-18 05:51:58.695033,100.0986328125,8.0,,
,2021-07-18 05:52:07.376014,,8.0,87.40685272216797,0.8206727504730225
0.000630249409724609,2021-07-18 05:52:07.385012,,,,
,2021-07-18 05:52:29.709619,99.46710205078125,9.0,,
,2021-07-18 05:52:38.433456,,9.0,92.35763549804688,0.8641400933265686
0.0005987369392383785,2021-07-18 05:52:38.443454,,,,
,2021-07-18 05:53:00.834996,100.79141235351562,10.0,,
,2021-07-18 05:53:10.102848,,10.0,85.26988983154297,0.8011059165000916
0.0005688000922764595,2021-07-18 05:53:10.114816,,,,
,2021-07-18 05:53:34.097824,99.65824127197266,11.0,,
,2021-07-18 05:53:43.214364,,11.0,84.52912139892578,0.7918915152549744
0.0005403600876626365,2021-07-18 05:53:43.226333,,,,
,2021-07-18 05:54:06.632617,99.53882598876953,12.0,,
,2021-07-18 05:54:16.265354,,12.0,83.62664031982422,0.7801713943481445
0.0005133420832795047,2021-07-18 05:54:16.277322,,,,
,2021-07-18 05:54:39.320197,99.55794525146484,13.0,,
,2021-07-18 05:54:49.197764,,13.0,84.07994079589844,0.7893254160881042
0.00048767497911552944,2021-07-18 05:54:49.208736,,,,
,2021-07-18 05:55:12.972771,97.91146850585938,14.0,,
,2021-07-18 05:55:22.152661,,14.0,84.03398132324219,0.78814297914505
0.00046329123015975297,2021-07-18 05:55:22.164660,,,,
,2021-07-18 05:55:45.926241,100.95823669433594,15.0,,
,2021-07-18 05:55:55.389335,,15.0,83.9595718383789,0.7940061688423157
0.0004401266686517653,2021-07-18 05:55:55.400305,,,,
,2021-07-18 05:56:18.725047,98.21458435058594,16.0,,
,2021-07-18 05:56:27.644888,,16.0,88.39518737792969,0.8378132581710815
0.00041812033521917703,2021-07-18 05:56:27.654891,,,,
,2021-07-18 05:56:51.013783,98.22319030761719,17.0,,
,2021-07-18 05:57:00.538965,,17.0,84.0699691772461,0.7964224219322205
0.00039721431845821814,2021-07-18 05:57:00.549936,,,,
,2021-07-18 05:57:24.170857,99.29530334472656,18.0,,
,2021-07-18 05:57:33.741503,,18.0,86.73580169677734,0.8186384439468384
0.0003773536025353072,2021-07-18 05:57:33.751475,,,,
,2021-07-18 05:57:57.458829,95.41769409179688,19.0,,
,2021-07-18 05:58:06.449495,,19.0,86.893798828125,0.8135858178138733
0.0003584859224085418,2021-07-18 05:58:06.460465,,,,
,2021-07-18 05:58:29.798115,96.09381103515625,20.0,,
,2021-07-18 05:58:38.771840,,20.0,82.92216491699219,0.776517927646637
0.0003405616262881147,2021-07-18 05:58:38.782810,,,,
,2021-07-18 05:59:02.211944,96.50297546386719,21.0,,
,2021-07-18 05:59:12.534926,,21.0,79.85014343261719,0.7507017850875854
0.00032353354497370894,2021-07-18 05:59:12.548890,,,,
,2021-07-18 05:59:36.121576,95.7001953125,22.0,,
,2021-07-18 05:59:45.709759,,22.0,85.69667053222656,0.8054850697517395
0.00030735686772502346,2021-07-18 05:59:45.719760,,,,
,2021-07-18 06:00:08.849723,94.9508056640625,23.0,,
