lr-RAdam,created_at,loss/train,epoch,loss/val,score/val
0.001,2021-07-18 11:54:05.293803,,,,
,2021-07-18 11:54:28.370217,1612.92626953125,0.0,,
,2021-07-18 11:54:40.277216,,0.0,1247.3975830078125,2.027376413345337
0.00095,2021-07-18 11:54:40.301232,,,,
,2021-07-18 11:55:03.471225,449.8428039550781,1.0,,
,2021-07-18 11:55:15.134396,,1.0,105.66007232666016,0.9886053204536438
0.0009025,2021-07-18 11:55:15.144397,,,,
,2021-07-18 11:55:38.486225,113.87769317626953,2.0,,
,2021-07-18 11:55:50.263710,,2.0,100.9382095336914,0.9404115080833435
0.000857375,2021-07-18 11:55:50.273684,,,,
,2021-07-18 11:56:13.495631,114.14752960205078,3.0,,
,2021-07-18 11:56:25.153568,,3.0,98.7806396484375,0.9177923202514648
0.0008145062499999999,2021-07-18 11:56:25.165562,,,,
,2021-07-18 11:56:48.724573,108.56597900390625,4.0,,
,2021-07-18 11:56:59.275320,,4.0,112.11173248291016,1.0561052560806274
0.0007737809374999998,2021-07-18 11:56:59.285292,,,,
,2021-07-18 11:57:22.517739,109.0325927734375,5.0,,
,2021-07-18 11:57:34.150977,,5.0,93.56468200683594,0.8644955158233643
0.0007350918906249997,2021-07-18 11:57:34.161947,,,,
,2021-07-18 11:57:57.697759,107.55392456054688,6.0,,
,2021-07-18 11:58:08.079477,,6.0,96.87358856201172,0.8995563983917236
0.0006983372960937497,2021-07-18 11:58:08.095406,,,,
,2021-07-18 11:58:31.770290,106.05970764160156,7.0,,
,2021-07-18 11:58:41.884788,,7.0,95.98065948486328,0.8890628814697266
0.0006634204312890621,2021-07-18 11:58:41.894761,,,,
,2021-07-18 11:59:05.155179,105.31090545654297,8.0,,
,2021-07-18 11:59:15.529960,,8.0,94.14656829833984,0.877611517906189
0.000630249409724609,2021-07-18 11:59:15.540930,,,,
,2021-07-18 11:59:38.784542,105.35517883300781,9.0,,
,2021-07-18 11:59:49.135407,,9.0,97.03034973144531,0.9038487672805786
0.0005987369392383785,2021-07-18 11:59:49.145405,,,,
,2021-07-18 12:00:12.372618,106.66388702392578,10.0,,
,2021-07-18 12:00:23.034590,,10.0,97.45361328125,0.9007993340492249
0.0005688000922764595,2021-07-18 12:00:23.045560,,,,
,2021-07-18 12:00:46.357071,107.5157470703125,11.0,,
,2021-07-18 12:00:58.473117,,11.0,92.6663818359375,0.8623704314231873
0.0005403600876626365,2021-07-18 12:00:58.484086,,,,
,2021-07-18 12:01:21.597768,105.25785064697266,12.0,,
,2021-07-18 12:01:33.346291,,12.0,92.3646469116211,0.8620807528495789
0.0005133420832795047,2021-07-18 12:01:33.358257,,,,
,2021-07-18 12:01:56.485008,105.6888427734375,13.0,,
,2021-07-18 12:02:08.182739,,13.0,90.1124038696289,0.8335751891136169
0.00048767497911552944,2021-07-18 12:02:08.195732,,,,
,2021-07-18 12:02:31.994353,103.931640625,14.0,,
,2021-07-18 12:02:42.313190,,14.0,97.34381866455078,0.9202412366867065
0.00046329123015975297,2021-07-18 12:02:42.330172,,,,
,2021-07-18 12:03:05.705867,104.68870544433594,15.0,,
,2021-07-18 12:03:17.319860,,15.0,88.72634887695312,0.8278871774673462
0.0004401266686517653,2021-07-18 12:03:17.329834,,,,
,2021-07-18 12:03:40.788116,103.47541809082031,16.0,,
,2021-07-18 12:03:51.190730,,16.0,93.17648315429688,0.8624576926231384
0.00041812033521917703,2021-07-18 12:03:51.204658,,,,
,2021-07-18 12:04:14.566425,103.63561248779297,17.0,,
,2021-07-18 12:04:24.841627,,17.0,90.3299560546875,0.8366691470146179
0.00039721431845821814,2021-07-18 12:04:24.861603,,,,
,2021-07-18 12:04:48.006540,101.7175064086914,18.0,,
,2021-07-18 12:04:59.676487,,18.0,85.71414184570312,0.7916532754898071
0.0003773536025353072,2021-07-18 12:04:59.685462,,,,
,2021-07-18 12:05:22.909482,103.07811737060547,19.0,,
,2021-07-18 12:05:34.754077,,19.0,85.08597564697266,0.7858821153640747
0.0003584859224085418,2021-07-18 12:05:34.764050,,,,
,2021-07-18 12:05:58.000470,102.6352767944336,20.0,,
,2021-07-18 12:06:08.391042,,20.0,98.6979751586914,0.9284484386444092
0.0003405616262881147,2021-07-18 12:06:08.402012,,,,
,2021-07-18 12:06:31.685028,103.95316314697266,21.0,,
,2021-07-18 12:06:42.192106,,21.0,88.93174743652344,0.8204174041748047
0.00032353354497370894,2021-07-18 12:06:42.212045,,,,
,2021-07-18 12:07:05.606749,100.1240234375,22.0,,
,2021-07-18 12:07:16.040744,,22.0,86.76483154296875,0.8090988993644714
0.00030735686772502346,2021-07-18 12:07:16.052711,,,,
,2021-07-18 12:07:39.303767,101.1412582397461,23.0,,
,2021-07-18 12:07:49.337352,,23.0,86.69448852539062,0.800043523311615
0.00029198902433877225,2021-07-18 12:07:49.354334,,,,
,2021-07-18 12:08:12.513981,101.77073669433594,24.0,,
,2021-07-18 12:08:22.497766,,24.0,87.99699401855469,0.8203498721122742
0.00027738957312183364,2021-07-18 12:08:22.512731,,,,
,2021-07-18 12:08:45.539732,102.73814392089844,25.0,,
,2021-07-18 12:08:55.966173,,25.0,92.70616912841797,0.8592221736907959
0.0002635200944657419,2021-07-18 12:08:55.978151,,,,
,2021-07-18 12:09:18.954355,100.99280548095703,26.0,,
,2021-07-18 12:09:29.247342,,26.0,86.65322875976562,0.8073246479034424
0.0002503440897424548,2021-07-18 12:09:29.257315,,,,
,2021-07-18 12:09:52.700971,100.00532531738281,27.0,,
,2021-07-18 12:10:03.151635,,27.0,86.00765228271484,0.7926434278488159
0.00023782688525533205,2021-07-18 12:10:03.163604,,,,
,2021-07-18 12:10:26.447528,100.71959686279297,28.0,,
,2021-07-18 12:10:36.740416,,28.0,87.60466003417969,0.8157787322998047
0.00022593554099256544,2021-07-18 12:10:36.756402,,,,
,2021-07-18 12:11:00.204314,101.9606704711914,29.0,,
,2021-07-18 12:11:10.588269,,29.0,87.42378997802734,0.8144786357879639
0.00021463876394293716,2021-07-18 12:11:10.597278,,,,
,2021-07-18 12:11:33.923690,103.07674407958984,30.0,,
,2021-07-18 12:11:45.731602,,30.0,83.79046630859375,0.7695198655128479
0.0002039068257457903,2021-07-18 12:11:45.745565,,,,
,2021-07-18 12:12:09.336797,99.81697082519531,31.0,,
,2021-07-18 12:12:19.926043,,31.0,89.13593292236328,0.8194735646247864
0.00019371148445850077,2021-07-18 12:12:19.938011,,,,
,2021-07-18 12:12:43.408360,99.06098175048828,32.0,,
,2021-07-18 12:12:53.914929,,32.0,86.5003890991211,0.8055895566940308
0.00018402591023557573,2021-07-18 12:12:53.927895,,,,
,2021-07-18 12:13:17.475142,99.28498077392578,33.0,,
,2021-07-18 12:13:27.872683,,33.0,84.3423843383789,0.7756391167640686
0.00017482461472379692,2021-07-18 12:13:27.882658,,,,
,2021-07-18 12:13:51.190998,98.28107452392578,34.0,,
,2021-07-18 12:14:01.644214,,34.0,83.81169891357422,0.7733438014984131
0.00016608338398760707,2021-07-18 12:14:01.654186,,,,
,2021-07-18 12:14:25.162881,97.81293487548828,35.0,,
,2021-07-18 12:14:37.039656,,35.0,82.77591705322266,0.7617454528808594
0.0001577792147882267,2021-07-18 12:14:37.052649,,,,
,2021-07-18 12:15:00.431614,97.1844253540039,36.0,,
,2021-07-18 12:15:12.148399,,36.0,81.6087875366211,0.7479485869407654
0.00014989025404881537,2021-07-18 12:15:12.159370,,,,
,2021-07-18 12:15:35.242148,97.52350616455078,37.0,,
,2021-07-18 12:15:45.208946,,37.0,83.54918670654297,0.7732654213905334
0.00014239574134637458,2021-07-18 12:15:45.222908,,,,
,2021-07-18 12:16:08.711316,95.7020034790039,38.0,,
,2021-07-18 12:16:18.802837,,38.0,83.54210662841797,0.7675155997276306
0.00013527595427905584,2021-07-18 12:16:18.813835,,,,
,2021-07-18 12:16:41.715363,96.9993667602539,39.0,,
,2021-07-18 12:16:51.716580,,39.0,83.78334045410156,0.7653059363365173
0.00012851215656510304,2021-07-18 12:16:51.727550,,,,
,2021-07-18 12:17:14.470429,96.73106384277344,40.0,,
,2021-07-18 12:17:24.489659,,40.0,81.72767639160156,0.7536435723304749
0.00012208654873684788,2021-07-18 12:17:24.509635,,,,
,2021-07-18 12:17:47.485042,96.01689910888672,41.0,,
,2021-07-18 12:17:58.448432,,41.0,82.22962951660156,0.755799412727356
0.00011598222130000548,2021-07-18 12:17:58.458405,,,,
,2021-07-18 12:18:21.415074,97.15483093261719,42.0,,
,2021-07-18 12:18:31.799763,,42.0,82.89606475830078,0.7653532028198242
0.00011018311023500519,2021-07-18 12:18:31.814723,,,,
,2021-07-18 12:18:55.394546,95.35150146484375,43.0,,
,2021-07-18 12:19:06.147553,,43.0,82.45675659179688,0.7631275653839111
0.00010467395472325493,2021-07-18 12:19:06.159520,,,,
,2021-07-18 12:19:29.450174,94.22525024414062,44.0,,
,2021-07-18 12:19:39.954748,,44.0,83.01238250732422,0.7720876932144165
9.944025698709218e-05,2021-07-18 12:19:39.964716,,,,
,2021-07-18 12:20:03.796301,93.62049102783203,45.0,,
,2021-07-18 12:20:15.538696,,45.0,81.03424072265625,0.7457001805305481
9.446824413773756e-05,2021-07-18 12:20:15.548667,,,,
,2021-07-18 12:20:39.146233,96.30445098876953,46.0,,
,2021-07-18 12:20:50.863718,,46.0,80.55599975585938,0.7393003106117249
8.974483193085068e-05,2021-07-18 12:20:50.874688,,,,
,2021-07-18 12:21:14.461890,93.48148345947266,47.0,,
,2021-07-18 12:21:24.719861,,47.0,82.03285217285156,0.7561084628105164
8.525759033430814e-05,2021-07-18 12:21:24.730833,,,,
,2021-07-18 12:21:48.410059,95.47025299072266,48.0,,
,2021-07-18 12:21:59.116751,,48.0,80.85295867919922,0.7448305487632751
8.099471081759274e-05,2021-07-18 12:21:59.133703,,,,
,2021-07-18 12:22:22.405372,92.84597778320312,49.0,,
,2021-07-18 12:22:34.104592,,49.0,80.5119400024414,0.740524172782898
7.69449752767131e-05,2021-07-18 12:22:34.118554,,,,
,2021-07-18 12:22:57.487818,93.47061157226562,50.0,,
,2021-07-18 12:23:09.509100,,50.0,80.103759765625,0.7329540848731995
7.309772651287744e-05,2021-07-18 12:23:09.519072,,,,
,2021-07-18 12:23:33.237065,93.1913070678711,51.0,,
,2021-07-18 12:23:43.780825,,51.0,80.75291442871094,0.7421742677688599
6.944284018723356e-05,2021-07-18 12:23:43.790796,,,,
,2021-07-18 12:24:07.035302,94.36418914794922,52.0,,
,2021-07-18 12:24:17.451722,,52.0,80.82476043701172,0.7415959239006042
6.597069817787189e-05,2021-07-18 12:24:17.461723,,,,
,2021-07-18 12:24:40.945645,93.09947967529297,53.0,,
,2021-07-18 12:24:51.713160,,53.0,80.70134735107422,0.7451921701431274
6.267216326897829e-05,2021-07-18 12:24:51.724100,,,,
,2021-07-18 12:25:14.906873,91.80657958984375,54.0,,
,2021-07-18 12:25:24.949050,,54.0,81.5920181274414,0.754120409488678
5.953855510552937e-05,2021-07-18 12:25:24.966002,,,,
,2021-07-18 12:25:47.846077,92.31903076171875,55.0,,
,2021-07-18 12:25:57.889333,,55.0,80.98268127441406,0.7461329698562622
5.65616273502529e-05,2021-07-18 12:25:57.899334,,,,
,2021-07-18 12:26:20.821018,92.5682373046875,56.0,,
