lr-Adam,created_at,loss/train,epoch,loss/val,score/val
,2021-07-22 04:17:07.292563,90.05460357666016,115.0,,
,2021-07-22 04:17:10.414929,,115.0,79.36112213134766,0.7275761961936951
0.000125,2021-07-22 04:17:10.434704,,,,
,2021-07-22 04:17:22.613719,88.05365753173828,116.0,,
,2021-07-22 04:17:26.009764,,116.0,79.1045150756836,0.7240264415740967
0.000125,2021-07-22 04:17:26.027564,,,,
,2021-07-22 04:17:38.753306,88.06753540039062,117.0,,
,2021-07-22 04:17:42.141858,,117.0,79.86595153808594,0.7327600717544556
0.000125,2021-07-22 04:17:42.161377,,,,
,2021-07-22 04:17:54.537584,88.54470825195312,118.0,,
,2021-07-22 04:17:57.751334,,118.0,82.62141418457031,0.7585218548774719
0.000125,2021-07-22 04:17:57.770975,,,,
,2021-07-22 04:18:10.132149,90.5216293334961,119.0,,
,2021-07-22 04:18:13.298946,,119.0,80.40813446044922,0.7361499667167664
0.000125,2021-07-22 04:18:13.316968,,,,
,2021-07-22 04:18:25.568705,89.08583068847656,120.0,,
,2021-07-22 04:18:28.809340,,120.0,84.24834442138672,0.7757884860038757
0.000125,2021-07-22 04:18:28.827877,,,,
,2021-07-22 04:18:41.559594,87.69738006591797,121.0,,
,2021-07-22 04:18:44.903106,,121.0,81.32640838623047,0.7446047067642212
0.000125,2021-07-22 04:18:44.922369,,,,
,2021-07-22 04:18:57.342830,88.57722473144531,122.0,,
,2021-07-22 04:19:00.505281,,122.0,86.4553451538086,0.7955954670906067
0.000125,2021-07-22 04:19:00.523457,,,,
,2021-07-22 04:19:13.171319,88.62130737304688,123.0,,
,2021-07-22 04:19:16.521653,,123.0,80.06126403808594,0.7340067028999329
0.000125,2021-07-22 04:19:16.540705,,,,
,2021-07-22 04:19:29.053677,87.8725357055664,124.0,,
,2021-07-22 04:19:32.338977,,124.0,79.86521911621094,0.7341325283050537
0.000125,2021-07-22 04:19:32.365281,,,,
,2021-07-22 04:19:44.623921,90.94297790527344,125.0,,
,2021-07-22 04:19:47.811933,,125.0,81.21328735351562,0.7452662587165833
0.000125,2021-07-22 04:19:47.830914,,,,
,2021-07-22 04:19:59.915057,89.13585662841797,126.0,,
,2021-07-22 04:20:03.258944,,126.0,79.6668930053711,0.7315393090248108
0.000125,2021-07-22 04:20:03.277842,,,,
,2021-07-22 04:20:15.702806,86.20787048339844,127.0,,
,2021-07-22 04:20:19.125184,,127.0,81.541259765625,0.7472915649414062
0.000125,2021-07-22 04:20:19.151271,,,,
,2021-07-22 04:20:31.615971,88.54381561279297,128.0,,
,2021-07-22 04:20:35.140921,,128.0,82.15281677246094,0.7548238635063171
0.000125,2021-07-22 04:20:35.159931,,,,
